,Year,Type,Country,Activity,sex,Injury,Fatal
2182,1998,Unprovoked,SOUTH AFRICA,Body Boarding,MALE,"FATAL, hands & calf bitten  ",YES
2183,1998,Unprovoked,USA,Surfing,MALE,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",NO
2184,1998,Unprovoked,SOUTH AFRICA,Surfing,MALE,Survived,NO
2185,1998,Unprovoked,SOUTH AFRICA,Surfing,MALE,Minor laceration on foot,NO
2186,1998,Unprovoked,SOUTH AFRICA,Body boarding,MALE,Right shoulder & arm bitten,NO
2187,1998,Unprovoked,SOUTH AFRICA,Body boarding,MALE,Leg bitten,NO
2188,1998,Unprovoked,USA,Surfing,MALE,4 lacerations on the sole of his right foot,NO
2189,1998,Unprovoked,USA,Swimming,FEMALE,Ankle & foot bitten,NO
2190,1998,Unprovoked,USA,Swimming / surfing,MALE,Left arm & wrist lacerated,NO
2191,1998,Unprovoked,SOUTH AFRICA,Body boarding,MALE,"Lower legs bitten, foot severed",NO
2192,1998,Unprovoked,MOZAMBIQUE,Towing rubber dinghy,FEMALE,"FATAL, torso & abdomen bitten, forearm severed ",YES
2193,1998,Unprovoked,USA,Surfing (lying prone on his board),MALE,Right thigh bitten,NO
2194,1998,Provoked,USA,Scuba diving,MALE,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",NO
2195,1998,Unprovoked,BRAZIL,Swimming ,MALE,FATAL,YES
2196,1998,Unprovoked,NEW CALEDONIA,UNKNOWN,UNKNOWN,Calf bitten,NO
2197,1998,Unprovoked,USA,Swimming,MALE,Heel lacerated,NO
2198,1998,Unprovoked,SOUTH AFRICA,Snorkeling  hunting crayfish and abalone,MALE,Lower leg lacerated,NO
2199,1998,Unprovoked,USA,Swimming or paddle boarding,MALE,6 puncture wounds to right calf,NO
2200,1998,Unprovoked,USA,Swimming,MALE,Hands bitten,NO
2201,1998,Invalid,AUSTRALIA,Spearfishing,MALE,"Missing, thought to have been taken by a shark",UNKNOWN
2202,1998,Unprovoked,NEW CALEDONIA,Windsurfing,MALE,"No injury, board bumped & fin damaged",NO
2203,1998,Unprovoked,REUNION,Bathing,MALE,FATAL,YES
2204,1998,Unprovoked,SOUTH AFRICA,Surfing,MALE,Calf & foot lacerated,NO
2205,1998,Unprovoked,AUSTRALIA,Surfing,MALE,20 punctures in right foot,NO
2206,1998,Unprovoked,MOZAMBIQUE,Surfing,MALE,Leg bitten,NO
2207,1998,Unprovoked,SOUTH AFRICA,Surfing,MALE,FATAL,YES
2208,1998,Unprovoked,REUNION,Diving,UNKNOWN,FATAL,YES
2209,1998,Unprovoked,USA,Spearfishing on scuba & transferring fish onto a stringer,MALE,Shark grasped diver's gloved hand. Glove was soaked with fish blood & slime,NO
2210,1997,Unprovoked,SOUTH AFRICA,Spearfishing,MALE,FATAL,YES
2211,1997,Unprovoked,SOUTH AFRICA,Sitting on surfboard,MALE,Calf bitten,NO
2212,1997,Invalid,USA,UNKNOWN,FEMALE,"Ankle bitten, but shark involvement unconfirmed",UNKNOWN
2213,1997,Unprovoked,USA,Swimming,MALE,Left leg gashed knee to ankle,NO
2214,1997,Unprovoked,AUSTRALIA,Scuba diving (submerged riding a scooter),MALE,Left arm lacerated when shark grabbed scooter,NO
2215,1997,Unprovoked,USA,Swimming,MALE,Thigh bitten,NO
2216,1997,Invalid,AUSTRALIA,Unknown,MALE,5 m white shark obsrved feeding on remains 6 days later,UNKNOWN
2217,1997,Unprovoked,AUSTRALIA,Surf-skiing,MALE,"Sierakowski suffered a minor facial injury, ski bitten in half by shark",NO
2218,1997,Unprovoked,USA,Body boarding or surfing,MALE,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",NO
2219,1997,Unprovoked,USA,Surfing,MALE,"5"" gash in foot",NO
2220,1997,Unprovoked,USA,Surfing,MALE,Left foot bitten,NO
2221,1997,Boat,SOUTH AFRICA,Fishingat,UNKNOWN,"No injury, hooked shark bit their 4.8 m inflatable boat",NO
2222,1997,Unprovoked,USA,Swimming,FEMALE,Laceration & 3 puncture wounds to anterior right thigh,NO
2223,1997,Unprovoked,BRAZIL,Swimming,MALE,FATAL,YES
2224,1997,Unprovoked,USA,Surfing,MALE,Laceration to right foot,NO
2225,1997,Unprovoked,USA,Surfing,UNKNOWN,2 small lacerations to bottom of foot,NO
2226,1997,Unprovoked,USA,Surfing,MALE,Lacerations to lower left leg,NO
2227,1997,Unprovoked,USA,Surfing,MALE,Lacerations on right ankle & heel,NO
2228,1997,Unprovoked,USA,Walking / surfing,MALE,"2"" laceration on left heel",NO
2229,1997,Unprovoked,USA,Surfing (sitting on his board),MALE,Leg & hand bitten,NO
2230,1997,Invalid,MEXICO,SCUBA diving,MALE,FATAL,UNKNOWN
2231,1997,Unprovoked,MEXICO,SCUBA diving,MALE,"FATAL, arm & leg severed ",YES
2232,1997,Unprovoked,USA,Floating on raft,FEMALE,Small lacerations on right lower leg,NO
2233,1997,Unprovoked,EGYPT,Fishing,MALE,Seriously injured,NO
2234,1997,Unprovoked,EGYPT,Fishing,MALE,FATAL,YES
2235,1997,Unprovoked,USA,Boogie boarding,MALE,Lacerations to foot,NO
2236,1997,Unprovoked,USA,Surfing,MALE,Lacerations to right foot,NO
2237,1997,Unprovoked,USA,Wading,FEMALE,Wrist & am bitten,NO
2238,1997,Unprovoked,USA,Wade-fishing,MALE,Left forearm & wrist bitten,NO
2239,1997,Unprovoked,USA,Body surfing,MALE,Top of left foot bitten,NO
2240,1997,Unprovoked,USA,Wading / Surfing,MALE,Top of left foot bitten,NO
2241,1997,Unprovoked,AUSTRALIA,Surfing,MALE,Leg lacerated,NO
2242,1997,Unprovoked,SOUTH AFRICA,Surfing,MALE,FATAL,YES
2243,1997,Unprovoked,BRAZIL,Surfing,MALE,Survived,NO
2244,1997,Unprovoked,USA,Standing,MALE,Left calf bitten,NO
2245,1997,Unprovoked,OKINAWA,Fishing for octopus,MALE,"FATAL, legs severed  ",YES
2246,1997,Unprovoked,BRAZIL,Surfing,UNKNOWN,Right thigh bitten,NO
2247,1997,Unprovoked,USA,Spearfishing / night diving,MALE,Leg bitten just above ankle,NO
2248,1997,Unprovoked,FIJI,Snorkeling,FEMALE,"Bitten on inner thigh, leg surgically amputated",NO
2249,1997,Unprovoked,USA,Surfing,MALE,Laceration to left upper arm,NO
2250,1997,Unprovoked,BRAZIL,Bathing,MALE,,UNKNOWN
2251,1997,Unprovoked,USA,"Body surfing, stood up on sandbar",MALE,4 lacerations above left ankle,NO
2252,1997,Unprovoked,USA,Spearfishing,MALE,Right thigh punctured,NO
2253,1997,Unprovoked,USA,Surfing,MALE,Left elbow bitten,NO
2254,1997,Unprovoked,USA,Surfing,MALE,Left ankle bitten,NO
2255,1997,Unprovoked,BAHAMAS,Spearfishing,MALE,Right arm bitten,NO
2256,1997,Unprovoked,BAHAMAS,Spearfishing,MALE,Leg bitten,NO
2257,1997,Unprovoked,BRAZIL,Windsurfing,MALE,Lower left leg & ankle bitten,NO
2258,1997,Unprovoked,AUSTRALIA,Swimming,FEMALE,Left leg biten,NO
2259,1997,Unprovoked,AUSTRALIA,Scuba diving,MALE,Left arm bitten,NO
2260,1997,Unprovoked,USA,UNKNOWN,MALE,No details,UNKNOWN
2261,1997,Unprovoked,REUNION,UNKNOWN,MALE,Hand injured,NO
2262,1997,Boat,AUSTRALIA,Rowing ,FEMALE,"Bruised, when shark struck scull & catapulted her into the water",NO
2263,1997,Unprovoked,AUSTRALIA,Snorkeling,MALE,"Left leg lacerated, punctures to right leg",NO
2264,1997,Unprovoked,AUSTRALIA,Windsurfing,MALE,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered ",YES
2265,1997,Unprovoked,REUNION,Spearfishing,MALE,FATAL,YES
2266,1997,Boat,AUSTRALIA,Watching seals,UNKNOWN,"No injury to occupants, shark bit 2 of the dinghy's 3 floation chambers",NO
2267,1996,Unprovoked,AUSTRALIA,Surfing,MALE,,UNKNOWN
2268,1996,Unprovoked,SOUTH AFRICA,Surfing,MALE,Elbow bitten,NO
2269,1996,Unprovoked,NEW CALEDONIA,Spearfishing,MALE,"Presumed fatal, only his shark-bitten speargun recovered",YES
2270,1996,Unprovoked,NEW CALEDONIA,Attempting to attract dolphins,FEMALE,Hand bitten,NO
2271,1996,Unprovoked,USA,Surfing,MALE,Single laceration on ankle & board bitten,NO
2272,1996,Unprovoked,USA,Surfing,MALE,Right foot bitten,NO
2273,1996,Unprovoked,BRAZIL,Surfing,UNKNOWN,Leg bitten,NO
2274,1996,Unprovoked,BRAZIL,Surfing,MALE,Survived,NO
2275,1996,Unprovoked,OKINAWA,Swimming or snorkeling,MALE,FATAL,YES
2276,1996,Unprovoked,USA,Surfing,MALE,Lower leg bitten,NO
2277,1996,Unprovoked,USA,Surfing,MALE,"4"" laceration on left forearm",NO
2278,1996,Unprovoked,USA,Surfing,MALE,"No Injury, shark struck his board",NO
2279,1996,Unprovoked,BRAZIL,UNKNOWN,UNKNOWN,Survived,NO
2280,1996,Unprovoked,USA,Swimming,MALE,4 or 5 lacerations on left ankle,NO
2281,1996,Unprovoked,NEW ZEALAND,Diving for abalone,MALE,"Back, arms & wrist severely lacerated",NO
2282,1996,Unprovoked,USA,Surfing / Swimming,MALE,Small puncture wounds and lacerations on right leg just below knee,NO
2283,1996,Unprovoked,USA,Standing,MALE,Right foot bitten,NO
2284,1996,Unprovoked,USA,Sitting on surfboard,MALE,Small lacerations on left foot,NO
2285,1996,Invalid,USA,Boogie boarding,FEMALE,Minor injuries to foot,UNKNOWN
2286,1996,Provoked,SOUTH AFRICA,Spearfishing,MALE,No injury  PROVOKED INCIDENT,NO
2287,1996,Unprovoked,USA,Body Boarding,MALE,Right calf bitten,NO
2288,1996,Unprovoked,USA,Free diving for abalone,MALE,"Left shoulder, forearm, hand & abdomen lacerated",NO
2289,1996,Unprovoked,USA,Wade fishing,MALE,"No injury, towed by shark that grabbed stringer of fish tied to his waist",NO
2290,1996,Unprovoked,USA,Standing,FEMALE,Survived,NO
2291,1996,Unprovoked,OKINAWA,Swimming,MALE,"FATAL, torso & abdomen bitten,  forearm severedL",YES
2292,1996,Unprovoked,EGYPT / ISRAEL,Free diving with a pod of dolphins,MALE,"Bitten on back, shoulder & chest",NO
2293,1996,Unprovoked,USA,Swimming,MALE,Lacerations to left leg & right foot ,NO
2294,1996,Unprovoked,USA,Swimming,MALE,Laceration to right arm,NO
2295,1996,Unprovoked,USA,UNKNOWN,UNKNOWN,No details,UNKNOWN
2296,1996,Unprovoked,USA,UNKNOWN,MALE,Right foot bitten,NO
2297,1996,Unprovoked,USA,Standing,FEMALE,Laceration on left foot,NO
2298,1996,Unprovoked,BAHAMAS,Diving,MALE,Left leg lacerated,NO
2299,1996,Unprovoked,USA,Body surfing,FEMALE,"Lacerations to left shin, heel & foot",NO
2300,1996,Unprovoked,AUSTRALIA,Surfing,MALE,"No injury, board bitten",NO
2301,1996,Unprovoked,SOUTH AFRICA,Surfing,MALE,Survived,NO
2302,1996,Unprovoked,SOUTH AFRICA,Surfing,MALE,Leg bitten,NO
2303,1996,Invalid,AUSTRALIA,Tech diving ,MALE,"FATAL, but shark involvement prior to death was not confirmed",YES
2304,1996,Unprovoked,USA,Surfing,MALE,Right foot & ankle bitten,NO
2305,1996,Unprovoked,SOUTH KOREA,Shell Diving,MALE,FATAL,YES
2306,1996,Unprovoked,USA,Surfing,MALE,Left foot & leg bitten,NO
2307,1996,Unprovoked,USA,UNKNOWN,MALE,No details,UNKNOWN
2308,1996,Unprovoked,AUSTRALIA,Swimming,MALE,Puncture wounds on upper left thigh ,NO
2309,1996,Unprovoked,AUSTRALIA,Swimming,FEMALE,Puncture wounds on leg ,NO
2310,1996,Unprovoked,BRAZIL,Swimming,MALE,FATAL,YES
2311,1996,Unprovoked,AUSTRALIA,Swimming breast stoke,FEMALE,Left arm & leg lacerated,NO
2312,1996,Unprovoked,AUSTRALIA,Fishing in knee-deep water,MALE,Left calf bitten,NO
2313,1996,Unprovoked,AUSTRALIA,Dived naked into the water on a bet,MALE,Left leg & right testicle bitten,NO
2314,1996,Provoked,USA,Swimming in fish tank,FEMALE,5 punctures to hand from captive shark PROVOKED INCIDENT,NO
2315,1996,Unprovoked,PAPUA NEW GUINEA,UNKNOWN,MALE,FATAL,YES
2316,1996,Unprovoked,PAPUA NEW GUINEA,UNKNOWN,UNKNOWN,Thigh,NO
2317,1996,Unprovoked,PAPUA NEW GUINEA,Diving ,UNKNOWN,Leg severed FATAL,YES
2318,1996,Sea Disaster,DOMINICAN REPUBLIC,Boeing 757 enroute from Porta Plata plunged into the sea,UNKNOWN,"106 bodies were recovered, some had been bitten by sharks",YES
2319,1996,Unprovoked,AUSTRALIA,Swimming,MALE,Ankles injured,NO
2320,1996,Provoked,USA,Wading,MALE,Shark bit his leg after he grabbed its tail & wouldn't let go PROVOKED INCIDENT,NO
2321,1996,Unprovoked,AUSTRALIA,Swimming,FEMALE,Lacerations to left calf,NO
2322,1996,Unprovoked,USA,Swimming with mask & snorkel,MALE,Lacerations to left foot & right shin,NO
2323,1996,Unprovoked,AUSTRALIA,UNKNOWN,UNKNOWN,No details,UNKNOWN
2324,1996,Boating,AUSTRALIA,Chumming for sharks,UNKNOWN,"No injury to occupants; shark rammed, bit & sank boat ",NO
2325,1996,Unprovoked,REUNION,Surfing,MALE,FATAL,YES
2326,1996,Unprovoked,FIJI,UNKNOWN,MALE,FATAL,YES
2327,1996,Unprovoked,USA,Surfing,MALE,Survived,NO
2328,1995,Unprovoked,USA,UNKNOWN,MALE,No details,UNKNOWN
2329,1995,Unprovoked,NEW ZEALAND,"Diving, gathering shellfish",MALE,Leg & chest lacerated,NO
2330,1995,Invalid,USA,UNKNOWN,MALE,Minor injury,UNKNOWN
2331,1995,Unprovoked,NORTHERN ARABIAN SEA,Fell off aircraft carrier,MALE,"Minor injuries, bites on fingers & toes. Rescued by Pakistani fishermen",NO
2332,1995,Unprovoked,AUSTRALIA,UNKNOWN,MALE,Survived,NO
2333,1995,Unprovoked,USA,Boogie boarding,MALE,Lacerations to right foot,NO
2334,1995,Unprovoked,USA,Surfing,MALE,Foot bitten,NO
2335,1995,Unprovoked,AUSTRALIA,Playing / standing,FEMALE,Laceration to thigh,NO
2336,1995,Unprovoked,USA,Surfing,MALE,Right arm injured,NO
2337,1995,Unprovoked,USA,Surfing,MALE,4 punctures in left foot,NO
2338,1995,Unprovoked,USA,Surfing,MALE,Leg & ankle bitten,NO
2339,1995,Unprovoked,USA,Windsurfing,MALE,"Right foot bruised, board bitten",NO
2340,1995,Unprovoked,USA,Surfing,MALE,Left arm & hand lacerated,NO
2341,1995,Unprovoked,USA,Swimming,FEMALE,Left elbow and bicep bitten,NO
2342,1995,Unprovoked,REUNION,Body-boarding,MALE,FATAL,YES
2343,1995,Unprovoked,USA,Scuba diving,MALE,"Presumed FATAL, body not recovered",YES
2344,1995,Unprovoked,AUSTRALIA,Abalone diving using Hookah (near calving whales),MALE,"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995",YES
2345,1995,Unprovoked,USA,Abalone diving using Hookah (resting on the surface),MALE,Lower leg bitten,NO
2346,1995,Invalid,USA,Swimming,MALE,Laceration to lower leg,UNKNOWN
2347,1995,Unprovoked,USA,Surfing,MALE,Left hand & forearm bitten,NO
2348,1995,Unprovoked,USA,On a float,MALE,Puncture wounds on ankle & leg,NO
2349,1995,Unprovoked,BRAZIL,Surfing,MALE,Survived,NO
2350,1995,Unprovoked,USA,Surfing,MALE,Left elbow bitten,NO
2351,1995,Unprovoked,USA,Surfing,MALE,4 puncture wounds on right pinky finger,NO
2352,1995,Unprovoked,USA,Swimming,MALE,Left arm bitten,NO
2353,1995,Unprovoked,USA,Swimming ,MALE,Right foot bitten,NO
2354,1995,Unprovoked,USA,Surfing,MALE,Bottom of left foot gashed,NO
2355,1995,Unprovoked,USA,Diving,UNKNOWN,No injury,NO
2356,1995,Unprovoked,TONGA,Fishing,MALE,Upper left thigh avulsed  ,NO
2357,1995,Unprovoked,USA,Wading,MALE,Thigh lacerated,NO
2358,1995,Invalid,USA,Swimming,MALE,Death resulted fom drowning; tiger shark bites were post-mortem,UNKNOWN
2359,1995,Unprovoked,USA,Surfing,MALE,Laceration to left heel,NO
2360,1995,Unprovoked,USA,"""Riding waves on a board""",FEMALE,Left foot bitten,NO
2361,1995,Unprovoked,USA,Body boarding,MALE,Multiple bites on right leg and knee,NO
2362,1995,Invalid,TONGA,Fishing,MALE,Finger broken when 1.8 m [6'] hooked grey reef shark  grabbed his catch,UNKNOWN
2363,1995,Invalid,USA,Diving,MALE,Torso bitten by 4 m [13'] white shark,UNKNOWN
2364,1995,Unprovoked,USA,Surfing,MALE,Left foot bitten,NO
2365,1995,Unprovoked,USA,Surfing,MALE,Minor laceration on lower leg,NO
2366,1995,Unprovoked,USA,Surfing,MALE,Laceration to heel,NO
2367,1995,Unprovoked,USA,Standing,MALE,2-inch laceration to lower right leg ,NO
2368,1995,Unprovoked,USA,UNKNOWN,MALE,Hand bitten (minor injury),NO
2369,1995,Unprovoked,USA,Swimming,FEMALE,Right foot bitten,NO
2370,1995,Unprovoked,USA,Body boarding,MALE,Foot bitten,NO
2371,1995,Unprovoked,BRAZIL,Surfing,MALE,"Arm bitten, FATAL",YES
2372,1984,Unprovoked,SOUTH AFRICA,Surfing,MALE,Wetsuit lacerated,NO
2374,1995,Provoked,USA,Fishing,FEMALE,Minor laceration to leg from a hooked shark PROVOKED INCIDENT,NO
2375,1995,Provoked,USA,Jumped off surfboard & landed on the shark,MALE,Foot bitten PROVOKED INCIDENT,NO
2376,1995,Unprovoked,USA,Scuba diving (ascending using scooter),MALE,"Forearm, abdomen & upper leg lacerated",NO
2377,1995,Unprovoked,USA,Kayaking,FEMALE,Minor injuries,NO
2378,1995,Unprovoked,USA,Playing / jumping,MALE,Ankle bitten,NO
2380,1995,Unprovoked,USA,Swimming,MALE,Right leg bitten,NO
2381,1995,Unprovoked,USA,Swimming,FEMALE,Leg bitten,NO
2382,1995,Unprovoked,USA,Swimming,MALE,Puncture wounds & scratches to torso & left leg ,NO
2383,1995,Unprovoked,HONG KONG,Swimming,FEMALE,"FATAL, left  leg & forearm severed",YES
2384,1995,Unprovoked,HONG KONG,Swimming,MALE,"FATAL, right thigh bitten, femur exposed  ",YES
2385,1995,Unprovoked,HONG KONG,Diving,UNKNOWN,"FATAL, right leg severed, left leg lacerated ",YES
2387,1995,Unprovoked,FIJI,Sleeping in anchored boat,MALE,"FATAL, hand & leg severely injured by shark that leapt into boat  ",YES
2388,1995,Unprovoked,AUSTRALIA,UNKNOWN,UNKNOWN,No details,UNKNOWN
2389,1995,Unprovoked,SOUTH KOREA,Diving for abalone,FEMALE,Right leg severed FATAL,YES
2390,1995,Invalid,USA,UNKNOWN,MALE,"Dorsum of right hand bitten, a probable bluefish bite",UNKNOWN
2391,1995,Unprovoked,USA,UNKNOWN,MALE,Puncture wounds on right foot,NO
2392,1995,Unprovoked,AUSTRALIA,Diving,MALE,"No injury, shark took swimfin",NO
2393,1995,Unprovoked,JAPAN,Scuba diving for bivalves,MALE,FATAL,YES
2394,1995,Unprovoked,AUSTRALIA,Surf skiing,FEMALE,"No injury, knocked off board by shark",NO
2395,1995,Unprovoked,AUSTRALIA,Surfing,MALE,Left arm lacerated,NO
2396,1995,Unprovoked,BRAZIL,Swimming,UNKNOWN,FATAL,YES
2397,1995,Unprovoked,SOUTH AFRICA,Swimming,MALE,Lacerations to lower leg & foot,NO
2398,1995,Unprovoked,VENEZUELA,Wind surfing,MALE,Right ankle & foot bitten,NO
2399,1995,Unprovoked,SOUTH AFRICA,Swimming,MALE,"FATAL, right thigh bitten & femur exposed, shallow lacerations on right calf & left thigh & fingers lacerated ",YES
2400,1995,Unprovoked,BRAZIL,Surfing,MALE,Foot bitten,NO
2401,1995,Invalid,SOUTH AFRICA,Diving,MALE,Reportedly lost lower right leg as result of shark bite,UNKNOWN
2402,1995,Provoked,AUSTRALIA,Snorkeling,MALE,"No injury, grabbed byshark after he pulled its tail PROVOKED INCIDENT",NO
2403,1995,Invalid,USA,Scuba diving,MALE,Death resulted fom drowning; shark bites were post-mortem,UNKNOWN
2405,1994,Unprovoked,SOUTH AFRICA,Body boarding,MALE,"No injury, board bitten",NO
2406,1994,Unprovoked,USA,"Surfing, sitting on board",UNKNOWN,"No injury, shark bit surfboard",NO
2407,1994,Unprovoked,BRAZIL,Surfing,MALE,Survived,NO
2408,1994,Unprovoked,BRAZIL,Surfing,MALE,Right thigh bitten,NO
2409,1994,Unprovoked,VANUATU,UNKNOWN,UNKNOWN,No details,UNKNOWN
2410,1994,Invalid,AUSTRALIA,Murder victim,MALE,Shark scavenged on his corpse,UNKNOWN
2411,1994,Unprovoked,USA,Commercial diver (submerged or treading water),MALE,"FATAL, right leg nearly severed, puncture wounds to left leg ",YES
2412,1994,Unprovoked,BRAZIL,Surfing,MALE,FATAL,YES
2413,1994,Unprovoked,SOUTH AFRICA,Spearfishing,MALE,No injury,NO
2414,1994,Unprovoked,USA,"Surfing, paddling seawards",FEMALE,Right thigh & board bitten,NO
2415,1994,Unprovoked,USA,Surfing,UNKNOWN,"No injury, shark bit surfboard",NO
2416,1994,Unprovoked,BRAZIL,Surfing,UNKNOWN,Survived,NO
2418,1994,Provoked,USA,Wading,FEMALE,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,NO
2419,1994,Unprovoked,USA,Surfing,MALE,Foot bitten,NO
2420,1994,Unprovoked,USA,Swimming,FEMALE,Right side of abdomen & left hand bitten,NO
2421,1994,Unprovoked,USA,Surfing,MALE,"No injury, surfboard bitten",NO
2422,1994,Sea Disaster,USA,Adrift on refugee raft,MALE,FATAL,YES
2423,1994,Unprovoked,USA,Jumped off rocks into white water,FEMALE,Left calf bitten,NO
2424,1994,Unprovoked,JAPAN,UNKNOWN,UNKNOWN,Survived,NO
2425,1994,Unprovoked,BRAZIL,Surfing,MALE,Left foot severed,NO
2426,1994,Unprovoked,BRAZIL,Swimming,MALE,FATAL,YES
2427,1994,Unprovoked,REUNION,Windsurfing,MALE,FATAL,YES
2428,1994,Unprovoked,SOUTH AFRICA,Surfing,MALE,"FATAL, leg severed ",YES
2429,1994,Unprovoked,SOUTH AFRICA,Surfing,MALE,Buttock & leg bitten,NO
2431,1994,Unprovoked,USA,Surfing,MALE,Right calf lacerated,NO
2432,1994,Unprovoked,BAHAMAS,Spearfishing,MALE,Forearm severely bitten,NO
2433,1994,Unprovoked,USA,Surfing,MALE,Foot lacerated,NO
2434,1994,Unprovoked,USA,Surfing,MALE,Right foot lacerated,NO
2435,1994,Unprovoked,USA,Spearfishing,MALE,Shoulder bitten,NO
2436,1994,Unprovoked,USA,Wading,FEMALE,Lower left calf & ankle  lacerated,NO
2437,1994,Unprovoked,USA,Wading,MALE,Gash on ankle,NO
2438,1994,Unprovoked,USA,Surfing,MALE,Right knee lacerated,NO
2439,1994,Invalid,USA,UNKNOWN,FEMALE,Not a shark attack; possibly murder. Body recovered 4-16-1994 minus severed leg. Blue shark bites were post-mortem,UNKNOWN
2440,1994,Unprovoked,REUNION,UNKNOWN,UNKNOWN,FATAL,YES
2441,1994,Unprovoked,BAHAMAS,Wading,MALE,Lower right  leg bitten,NO
2442,1994,Unprovoked,USA,Freediving for seashells,MALE,Left shoulder lacerated,NO
2443,1994,Unprovoked,SOUTH AFRICA,Spearfishing,MALE,FATAL  ,YES
2444,1994,Unprovoked,CHILE,Swimming alongside NOAA research vessel Discoverer,FEMALE,Leg severed mid-thigh,NO
2445,1994,Unprovoked,CHILE,Swimming alongside NOAA research vessel Discoverer,MALE,Thigh bitten,NO
2446,1994,Provoked,USA,Removing shark from tank in nightclub ,MALE,Arm lacerated by captive shark PROVOKED INCIDENT,NO
2447,1994,Unprovoked,BRAZIL,Surfing,MALE,Leg bitten,NO
2448,1994,Unprovoked,SOUTH AFRICA,Spearfishing,MALE,Swim fin bitten,NO
2449,1994,Unprovoked,USA,Surfing,MALE,Left foot bitten,NO
2450,1994,Provoked,USA,Fishing,MALE,Arm bitten while trying to secure shark caught by navy personnel from vessel PROVOKED INCIDENT,NO
2451,1994,Unprovoked,SOUTH AFRICA,Surfing,MALE,Leg bitten ,NO
2452,1994,Unprovoked,NEW CALEDONIA,Fishing,UNKNOWN,"FATAL, right foot severed",YES
2453,1994,Unprovoked,BRAZIL,Swimming,MALE,Right leg bitten,NO
2454,1994,Unprovoked,USA,Surfing,MALE,FATAL,YES
2455,1994,Unprovoked,SOUTH AFRICA,Windsurfing,MALE,Calf bitten,NO
2456,1994,Boat,AUSTRALIA,Fishing,UNKNOWN,"No injury to occupants, shark bit anchor and ladder",NO
2457,1994,Unprovoked,AUSTRALIA,"Swimming, after falling off towed kneeboard",MALE,Hamstring bitten,NO
2458,1994,Unprovoked,SOUTH AFRICA,Swimming ,MALE,Foot bitten,NO
2459,1994,Unprovoked,HONG KONG,Playing volleyball with friends,FEMALE,Both legs lacerated,NO
2461,1993,Unprovoked,USA,Surfing,MALE,FATAL,YES
2462,1993,Unprovoked,USA,Swimming,MALE,"""Minor cuts to left leg""",NO
2463,1993,Unprovoked,AUSTRALIA,Hookah diving,MALE,FATAL,YES
